Compound,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
PG-DEG-37:0,,N/F,,N/F,,1184,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-32:0,,10.02,,740.5439453,,107737,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-32:0,,10.02,,745.5019531,,107737,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-32:0,,10,,723.515686,,107737,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-33:1,,9.97,,752.5435791,,111887,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-33:1,,9.98,,735.5175171,,111887,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-33:1,,9.98,,757.4990845,,111887,Linear,0.000, ,N/A,,N/A,,,,,3
SQ-DAG,,10.33,,856.5238037,,472,Linear,0.000, ,N/A,,N/A,,,,,3
SQ-DAG,,N/F,,N/F,,472,Linear,0.000, ,N/F,,N/F,,,,,1
SQ-DAG,,N/F,,N/F,,472,Linear,0.000, ,N/F,,N/F,,,,,2
PC-ARCHAEOL,,10.37,,818.7358398,,39471,Linear,0.000, ,N/A,,N/A,,,,,1
PC-ARCHAEOL,,N/F,,N/F,,39471,Linear,0.000, ,N/F,,N/F,,,,,2
PC-ARCHAEOL,,N/F,,N/F,,39471,Linear,0.000, ,N/F,,N/F,,,,,3
PE-AR,,10.37,,776.6896362,,767215,Linear,0.000, ,N/A,,N/A,,,,,1
PE-AR,,10.38,,798.6702271,,767215,Linear,0.000, ,N/A,,N/A,,,,,3
PE-AR,,N/F,,N/F,,767215,Linear,0.000, ,N/F,,N/F,,,,,2
SQDG-32:0,,10.41,,812.5560303,,735,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-32:0,,N/F,,N/F,,735,Linear,0.000, ,N/F,,N/F,,,,,1
SQDG-32:0,,N/F,,N/F,,735,Linear,0.000, ,N/F,,N/F,,,,,3
PC-38:2,,10.53,,824.5227051,,1612,Linear,0.000, ,N/A,,N/A,,,,,1
PC-38:2,,N/F,,N/F,,1612,Linear,0.000, ,N/F,,N/F,,,,,2
PC-38:2,,N/F,,N/F,,1612,Linear,0.000, ,N/F,,N/F,,,,,3
DGCC-33:0,,10.48,,742.6193237,,8411,Linear,0.000, ,N/A,,N/A,,,,,1
DGCC-33:0,,N/F,,N/F,,8411,Linear,0.000, ,N/F,,N/F,,,,,2
DGCC-33:0,,N/F,,N/F,,8411,Linear,0.000, ,N/F,,N/F,,,,,3
PC-44:12,,10.49,,900.5484009,,551,Linear,0.000, ,N/A,,N/A,,,,,3
PC-44:12,,N/F,,N/F,,551,Linear,0.000, ,N/F,,N/F,,,,,1
PC-44:12,,N/F,,N/F,,551,Linear,0.000, ,N/F,,N/F,,,,,2
PC-42:11,,10.55,,869.5825806,,515,Linear,0.000, ,N/A,,N/A,,,,,2
PC-42:11,,N/F,,N/F,,515,Linear,0.000, ,N/F,,N/F,,,,,1
PC-42:11,,N/F,,N/F,,515,Linear,0.000, ,N/F,,N/F,,,,,3
PC-40:10,,10.49,,848.5218506,,978,Linear,0.000, ,N/A,,N/A,,,,,3
PC-40:10,,N/F,,N/F,,978,Linear,0.000, ,N/F,,N/F,,,,,1
PC-40:10,,N/F,,N/F,,978,Linear,0.000, ,N/F,,N/F,,,,,2
PC-31:0,,10.63,,720.5533447,,436,Linear,0.000, ,N/A,,N/A,,,,,2
PC-31:0,,N/F,,N/F,,436,Linear,0.000, ,N/F,,N/F,,,,,1
PC-31:0,,N/F,,N/F,,436,Linear,0.000, ,N/F,,N/F,,,,,3
PC-32:0,,10.72,,734.5701294,,53212,Linear,0.000, ,N/A,,N/A,,,,,1
PC-32:0,,10.57,,756.5513306,,53212,Linear,0.000, ,N/A,,N/A,,,,,2
PC-32:0,,N/F,,N/F,,53212,Linear,0.000, ,N/F,,N/F,,,,,3
C16-PC,,10.72,,734.5701294,,53212,Linear,0.000, ,N/A,,N/A,,,,,1
C16-PC,,10.57,,756.5513306,,53212,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PC,,N/F,,N/F,,53212,Linear,0.000, ,N/F,,N/F,,,,,3
DGCC-32:0,,10.58,,728.6038818,,77041,Linear,0.000, ,N/A,,N/A,,,,,1
DGCC-32:0,,N/F,,N/F,,77041,Linear,0.000, ,N/F,,N/F,,,,,2
DGCC-32:0,,N/F,,N/F,,77041,Linear,0.000, ,N/F,,N/F,,,,,3
SQDG-28:0,,10.63,,756.491394,,21103,Linear,0.000, ,N/A,,N/A,,,,,1
SQDG-28:0,,10.63,,761.4495239,,21103,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-28:0,,N/F,,N/F,,21103,Linear,0.000, ,N/F,,N/F,,,,,3
SQDG-34:1,,10.64,,843.5289307,,446,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-34:1,,N/F,,N/F,,446,Linear,0.000, ,N/F,,N/F,,,,,1
SQDG-34:1,,N/F,,N/F,,446,Linear,0.000, ,N/F,,N/F,,,,,2
SQDG-44:12,,10.77,,960.59021,,528,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-44:12,,N/F,,N/F,,528,Linear,0.000, ,N/F,,N/F,,,,,1
SQDG-44:12,,N/F,,N/F,,528,Linear,0.000, ,N/F,,N/F,,,,,3
DGCC-29:0,,10.67,,686.5567627,,7684,Linear,0.000, ,N/A,,N/A,,,,,1
DGCC-29:0,,10.77,,708.5419922,,7684,Linear,0.000, ,N/A,,N/A,,,,,3
DGCC-29:0,,N/F,,N/F,,7684,Linear,0.000, ,N/F,,N/F,,,,,2
DGCC-28:0,,10.71,,672.5419922,,3526,Linear,0.000, ,N/A,,N/A,,,,,1
DGCC-28:0,,10.73,,694.5227051,,3526,Linear,0.000, ,N/A,,N/A,,,,,3
DGCC-28:0,,N/F,,N/F,,3526,Linear,0.000, ,N/F,,N/F,,,,,2
PC-28:0,,10.74,,678.5089111,,840,Linear,0.000, ,N/A,,N/A,,,,,1
PC-28:0,,N/F,,N/F,,840,Linear,0.000, ,N/F,,N/F,,,,,2
PC-28:0,,N/F,,N/F,,840,Linear,0.000, ,N/F,,N/F,,,,,3
PC-33:2,,10.77,,744.5563354,,755,Linear,0.000, ,N/A,,N/A,,,,,1
PC-33:2,,N/F,,N/F,,755,Linear,0.000, ,N/F,,N/F,,,,,2
PC-33:2,,N/F,,N/F,,755,Linear,0.000, ,N/F,,N/F,,,,,3
PE-DEG-28:0,,10.67,,608.5029297,,1486,Linear,0.000, ,N/A,,N/A,,,,,1
PE-DEG-28:0,,10.68,,630.4802856,,1486,Linear,0.000, ,N/A,,N/A,,,,,3
PE-DEG-28:0,,N/F,,N/F,,1486,Linear,0.000, ,N/F,,N/F,,,,,2
SQDG-38:4,,10.69,,888.5906982,,461,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-38:4,,N/F,,N/F,,461,Linear,0.000, ,N/F,,N/F,,,,,1
SQDG-38:4,,N/F,,N/F,,461,Linear,0.000, ,N/F,,N/F,,,,,3
